Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Searsmont,23472,Valid,Typical meteorite,H5,5400,Fell,Fell: the meteorite's fall was observed ,1871,44.366670,-69.200000,"(44.366670, -69.200000)"
Bandong,4935,Valid,Typical meteorite,LL6,11500,Fell,Fell: the meteorite's fall was observed ,1871,-6.916670,107.600000,"(-6.916670, 107.600000)"
Oczeretna,17981,Valid,Typical meteorite,H4,130,Found,Found: the meteorite's fall was not observed,1871,49.316670,31.516670,"(49.316670, 31.516670)"
Cuba,5479,Valid,Typical meteorite,"Iron, IAB?",1500,Found,Found: the meteorite's fall was not observed,1871,22.000000,-80.000000,"(22.000000, -80.000000)"
Iquique,12045,Valid,Typical meteorite,"Iron, IVB",12500,Found,Found: the meteorite's fall was not observed,1871,-20.183330,-69.733330,"(-20.183330, -69.733330)"
Dyalpur,7757,Valid,Typical meteorite,Ureilite,300,Fell,Fell: the meteorite's fall was observed ,1872,26.250000,82.000000,"(26.250000, 82.000000)"
Orvinio,18034,Valid,Typical meteorite,H6,3400,Fell,Fell: the meteorite's fall was observed ,1872,42.133330,12.933330,"(42.133330, 12.933330)"
Tennasilm,23898,Valid,Typical meteorite,L4,28500,Fell,Fell: the meteorite's fall was observed ,1872,58.033330,26.950000,"(58.033330, 26.950000)"
Lancé,12455,Valid,Typical meteorite,CO3.5,51700,Fell,Fell: the meteorite's fall was observed ,1872,47.700000,1.066670,"(47.700000, 1.066670)"
Nenntmannsdorf,16943,Valid,Typical meteorite,"Iron, IIAB",12500,Found,Found: the meteorite's fall was not observed,1872,50.966670,13.950000,"(50.966670, 13.950000)"
Santa Apolonia,23160,Valid,Typical meteorite,"Iron, IIIAB",1316000,Found,Found: the meteorite's fall was not observed,1872,19.216670,-98.300000,"(19.216670, -98.300000)"
Santa Barbara,23161,Valid,Typical meteorite,L4,400,Fell,Fell: the meteorite's fall was observed ,1873,-29.200000,-51.866670,"(-29.200000, -51.866670)"
Aleppo,462,Valid,Typical meteorite,L6,3200,Fell,Fell: the meteorite's fall was observed ,1873,36.233330,37.133330,"(36.233330, 37.133330)"
Virba,24185,Valid,Typical meteorite,L6,3600,Fell,Fell: the meteorite's fall was observed ,1873,43.533330,22.633330,"(43.533330, 22.633330)"
Jhung,12085,Valid,Typical meteorite,L5,5900,Fell,Fell: the meteorite's fall was observed ,1873,31.300000,72.383330,"(31.300000, 72.383330)"
Khairpur,12288,Valid,Typical meteorite,EL6,13600,Fell,Fell: the meteorite's fall was observed ,1873,29.533330,72.300000,"(29.533330, 72.300000)"
Duel Hill (1873),7739,Valid,Typical meteorite,"Iron, IAB-MG",11300,Found,Found: the meteorite's fall was not observed,1873,35.850000,-82.700000,"(35.850000, -82.700000)"
Chulafinnee,5362,Valid,Typical meteorite,"Iron, IIIAB",16220,Found,Found: the meteorite's fall was not observed,1873,33.500000,-85.666670,"(33.500000, -85.666670)"
Waconda,24195,Valid,Typical meteorite,L6,50000,Found,Found: the meteorite's fall was not observed,1873,39.333330,-98.166670,"(39.333330, -98.166670)"
Paneth's Iron,18095,Valid,Typical meteorite,"Iron, IIIE",150000,Found,Found: the meteorite's fall was not observed,1873,,,
Ssyromolotovo,23694,Valid,Typical meteorite,"Iron, IIIAB",217000,Found,Found: the meteorite's fall was not observed,1873,58.616670,98.933330,"(58.616670, 98.933330)"
Kerilis,12282,Valid,Typical meteorite,H5,5000,Fell,Fell: the meteorite's fall was observed ,1874,48.400000,-3.300000,"(48.400000, -3.300000)"
Castalia,5291,Valid,Typical meteorite,H5,7300,Fell,Fell: the meteorite's fall was observed ,1874,36.083330,-78.066670,"(36.083330, -78.066670)"
Sevrukovo,23509,Valid,Typical meteorite,L5,101000,Fell,Fell: the meteorite's fall was observed ,1874,50.616670,36.600000,"(50.616670, 36.600000)"
Cachiyuyal,5190,Valid,Typical meteorite,"Iron, IIIE",2500,Found,Found: the meteorite's fall was not observed,1874,-25.000000,-69.500000,"(-25.000000, -69.500000)"
Coolac,5432,Valid,Typical meteorite,"Iron, IAB-MG",19280,Found,Found: the meteorite's fall was not observed,1874,-34.966670,148.125000,"(-34.966670, 148.125000)"
Butler,5182,Valid,Typical meteorite,"Iron, ungrouped",41000,Found,Found: the meteorite's fall was not observed,1874,38.300000,-94.366670,"(38.300000, -94.366670)"
Nagaria,16892,Valid,Typical meteorite,Eucrite-cm,20,Fell,Fell: the meteorite's fall was observed ,1875,26.983330,78.216670,"(26.983330, 78.216670)"
Feid Chair,10080,Valid,Typical meteorite,H4,380,Fell,Fell: the meteorite's fall was observed ,1875,36.883330,8.450000,"(36.883330, 8.450000)"
Zsadany,30413,Valid,Typical meteorite,H5,552,Fell,Fell: the meteorite's fall was observed ,1875,46.933330,21.500000,"(46.933330, 21.500000)"
Mornans,16747,Valid,Typical meteorite,H5,1300,Fell,Fell: the meteorite's fall was observed ,1875,44.600000,5.133330,"(44.600000, 5.133330)"
Sitathali,23616,Valid,Typical meteorite,H5,1600,Fell,Fell: the meteorite's fall was observed ,1875,20.916670,82.583330,"(20.916670, 82.583330)"
Homestead,11901,Valid,Typical meteorite,L5,230000,Fell,Fell: the meteorite's fall was observed ,1875,41.800000,-91.866670,"(41.800000, -91.866670)"
Alexander County,464,Valid,Typical meteorite,"Iron, IAB complex",192,Found,Found: the meteorite's fall was not observed,1875,35.750000,-81.250000,"(35.750000, -81.250000)"
Serrania de Varas,23503,Valid,Typical meteorite,"Iron, IVA",1500,Found,Found: the meteorite's fall was not observed,1875,-24.550000,-69.066670,"(-24.550000, -69.066670)"
Yardea,30351,Valid,Typical meteorite,"Iron, IAB-MG",3290,Found,Found: the meteorite's fall was not observed,1875,-32.450000,135.550000,"(-32.450000, 135.550000)"
Canyon City,5256,Valid,Typical meteorite,"Iron, IIIAB",8600,Found,Found: the meteorite's fall was not observed,1875,40.900000,-123.100000,"(40.900000, -123.100000)"
Mejillones,15472,Valid,Typical meteorite,"Iron, IIAB",14830,Found,Found: the meteorite's fall was not observed,1875,-23.100000,-70.500000,"(-23.100000, -70.500000)"
North Chile,17001,Valid,Typical meteorite,"Iron, IIAB",300000,Found,Found: the meteorite's fall was not observed,1875,-23.000000,-69.000000,"(-23.000000, -69.000000)"
Santa Catharina,23162,Valid,Typical meteorite,"Iron, IAB-ung",7000000,Found,Found: the meteorite's fall was not observed,1875,-26.216670,-48.600000,"(-26.216670, -48.600000)"
Rochester,22637,Valid,Typical meteorite,H6,340,Fell,Fell: the meteorite's fall was observed ,1876,41.083330,-86.283330,"(41.083330, -86.283330)"
Judesegeri,12207,Valid,Typical meteorite,H6,680,Fell,Fell: the meteorite's fall was observed ,1876,12.850000,76.800000,"(12.850000, 76.800000)"
Vavilovka,24154,Valid,Typical meteorite,LL6,1932,Fell,Fell: the meteorite's fall was observed ,1876,46.150000,32.833330,"(46.150000, 32.833330)"
Rowton,22773,Valid,Typical meteorite,"Iron, IIIAB",3500,Fell,Fell: the meteorite's fall was observed ,1876,52.766670,-2.516670,"(52.766670, -2.516670)"
Ställdalen,23712,Valid,Typical meteorite,H5,34000,Fell,Fell: the meteorite's fall was observed ,1876,59.933330,14.950000,"(59.933330, 14.950000)"
Nochtuisk,16986,Valid,Typical meteorite,Iron,8,Found,Found: the meteorite's fall was not observed,1876,59.983330,117.583330,"(59.983330, 117.583330)"
Verkhne Dnieprovsk,24164,Valid,Typical meteorite,"Iron, IIE",70,Found,Found: the meteorite's fall was not observed,1876,48.633330,34.366670,"(48.633330, 34.366670)"
Mantos Blancos,15408,Valid,Typical meteorite,"Iron, IVA",10300,Found,Found: the meteorite's fall was not observed,1876,-23.450000,-70.116670,"(-23.450000, -70.116670)"
Babb's Mill (Blake's Iron),4915,Valid,Typical meteorite,"Iron, ungrouped",136000,Found,Found: the meteorite's fall was not observed,1876,36.300000,-82.883330,"(36.300000, -82.883330)"
Bhagur,5037,Valid,Typical meteorite,L6,18,Fell,Fell: the meteorite's fall was observed ,1877,20.883330,74.833330,"(20.883330, 74.833330)"
Jodzie,12173,Valid,Typical meteorite,Howardite,30,Fell,Fell: the meteorite's fall was observed ,1877,55.700000,24.400000,"(55.700000, 24.400000)"
Hungen,11986,Valid,Typical meteorite,H6,112,Fell,Fell: the meteorite's fall was observed ,1877,50.300000,8.916670,"(50.300000, 8.916670)"
Warrenton,24215,Valid,Typical meteorite,CO3.7,1600,Fell,Fell: the meteorite's fall was observed ,1877,38.683330,-91.150000,"(38.683330, -91.150000)"
Cronstad,5474,Valid,Typical meteorite,H5,3650,Fell,Fell: the meteorite's fall was observed ,1877,-27.700000,27.300000,"(-27.700000, 27.300000)"
Cynthiana,5500,Valid,Typical meteorite,L/LL4,6000,Fell,Fell: the meteorite's fall was observed ,1877,38.400000,-84.250000,"(38.400000, -84.250000)"
Soko-Banja,23661,Valid,Typical meteorite,LL4,80000,Fell,Fell: the meteorite's fall was observed ,1877,43.666670,21.866670,"(43.666670, 21.866670)"
Mühlau,16843,Valid,Typical meteorite,OC,5,Found,Found: the meteorite's fall was not observed,1877,47.283330,11.416670,"(47.283330, 11.416670)"
Casey County,5286,Valid,Typical meteorite,"Iron, IAB-MG",723,Found,Found: the meteorite's fall was not observed,1877,37.250000,-85.000000,"(37.250000, -85.000000)"
La Charca,12394,Valid,Typical meteorite,OC,399,Fell,Fell: the meteorite's fall was observed ,1878,20.666670,-101.283330,"(20.666670, -101.283330)"
Haraiya,11824,Valid,Typical meteorite,Eucrite-mmict,1000,Fell,Fell: the meteorite's fall was observed ,1878,26.800000,82.533330,"(26.800000, 82.533330)"
Mern,15489,Valid,Typical meteorite,L6,4000,Fell,Fell: the meteorite's fall was observed ,1878,55.050000,12.066670,"(55.050000, 12.066670)"
Dandapur,5511,Valid,Typical meteorite,L6,5650,Fell,Fell: the meteorite's fall was observed ,1878,26.916670,83.966670,"(26.916670, 83.966670)"
Rakovka,22376,Valid,Typical meteorite,L6,9000,Fell,Fell: the meteorite's fall was observed ,1878,52.983330,37.033330,"(52.983330, 37.033330)"
Tieschitz,23989,Valid,Typical meteorite,H/L3.6,28000,Fell,Fell: the meteorite's fall was observed ,1878,49.600000,17.116670,"(49.600000, 17.116670)"
Lujan,14752,Valid,Typical meteorite,Iron,50,Found,Found: the meteorite's fall was not observed,1878,-34.666670,-59.366670,"(-34.666670, -59.366670)"
York (iron),30367,Valid,Typical meteorite,"Iron, IIIAB",835,Found,Found: the meteorite's fall was not observed,1878,40.750000,-97.500000,"(40.750000, -97.500000)"
Bluff (a),5087,Valid,Typical meteorite,L5,153300,Found,Found: the meteorite's fall was not observed,1878,29.878610,-96.872220,"(29.878610, -96.872220)"
Tomatlan,24020,Valid,Typical meteorite,H6,900,Fell,Fell: the meteorite's fall was observed ,1879,20.166670,-105.216670,"(20.166670, -105.216670)"
Gnadenfrei,10936,Valid,Typical meteorite,H5,1750,Fell,Fell: the meteorite's fall was observed ,1879,50.666670,16.766670,"(50.666670, 16.766670)"
Itapicuru-Mirim,12056,Valid,Typical meteorite,H5,2024,Fell,Fell: the meteorite's fall was observed ,1879,-3.400000,-44.333330,"(-3.400000, -44.333330)"
La Bécasse,12392,Valid,Typical meteorite,L6,2800,Fell,Fell: the meteorite's fall was observed ,1879,47.083330,1.750000,"(47.083330, 1.750000)"
Nogoya,16989,Valid,Typical meteorite,CM2,4000,Fell,Fell: the meteorite's fall was observed ,1879,-32.366670,-59.833330,"(-32.366670, -59.833330)"
Kalumbi,12236,Valid,Typical meteorite,L6,4500,Fell,Fell: the meteorite's fall was observed ,1879,17.833330,73.983330,"(17.833330, 73.983330)"
Tenham,23897,Valid,Typical meteorite,L6,160000,Fell,Fell: the meteorite's fall was observed ,1879,-25.733330,142.950000,"(-25.733330, 142.950000)"
Estherville,10059,Valid,Typical meteorite,Mesosiderite-A3/4,320000,Fell,Fell: the meteorite's fall was observed ,1879,43.416670,-94.833330,"(43.416670, -94.833330)"
Campo de Pucara (iron),5246,Valid,Typical meteorite,Iron,41,Found,Found: the meteorite's fall was not observed,1879,-27.666670,-67.116670,"(-27.666670, -67.116670)"
Niagara,16969,Valid,Typical meteorite,"Iron, IAB-sLL",115,Found,Found: the meteorite's fall was not observed,1879,48.000000,-97.933330,"(48.000000, -97.933330)"
Lick Creek,14647,Valid,Typical meteorite,"Iron, IIAB",1240,Found,Found: the meteorite's fall was not observed,1879,35.666670,-80.250000,"(35.666670, -80.250000)"
Makarewa,15392,Valid,Typical meteorite,L6,2300,Found,Found: the meteorite's fall was not observed,1879,-46.316670,168.400000,"(-46.316670, 168.400000)"
Densmore (1879),6656,Valid,Typical meteorite,L6,37200,Found,Found: the meteorite's fall was not observed,1879,39.650000,-99.683330,"(39.650000, -99.683330)"
Dalton,5509,Valid,Typical meteorite,"Iron, IIIAB",53000,Found,Found: the meteorite's fall was not observed,1879,34.800000,-84.983330,"(34.800000, -84.983330)"
Aachen,1,Valid,Typical meteorite,L5,21,Fell,Fell: the meteorite's fall was observed ,1880,50.775000,6.083330,"(50.775000, 6.083330)"
Chetrinahatti,5344,Valid,Typical meteorite,Stone-uncl,72,Fell,Fell: the meteorite's fall was observed ,1880,14.500000,76.500000,"(14.500000, 76.500000)"
Takenouchi,23789,Valid,Typical meteorite,H5,720,Fell,Fell: the meteorite's fall was observed ,1880,35.383330,134.900000,"(35.383330, 134.900000)"
Ratyn,22398,Valid,Typical meteorite,Stone-uncl,910,Fell,Fell: the meteorite's fall was observed ,1880,52.200000,17.983330,"(52.200000, 17.983330)"
Wittekrantz,24323,Valid,Typical meteorite,L5,2200,Fell,Fell: the meteorite's fall was observed ,1880,-32.500000,23.000000,"(-32.500000, 23.000000)"
Andhara,2294,Valid,Typical meteorite,Stone-uncl,2700,Fell,Fell: the meteorite's fall was observed ,1880,26.583330,85.566670,"(26.583330, 85.566670)"
Veramin,24162,Valid,Typical meteorite,Mesosiderite-B2,54000,Fell,Fell: the meteorite's fall was observed ,1880,35.333330,51.633330,"(35.333330, 51.633330)"
Colfax,5402,Valid,Typical meteorite,"Iron, IAB-ung",2300,Found,Found: the meteorite's fall was not observed,1880,35.300000,-81.733330,"(35.300000, -81.733330)"
Muizenberg,16844,Valid,Typical meteorite,L6,4610,Found,Found: the meteorite's fall was not observed,1880,-34.100000,18.466670,"(-34.100000, 18.466670)"
Lexington County,14644,Valid,Typical meteorite,"Iron, IAB-MG",4760,Found,Found: the meteorite's fall was not observed,1880,34.000000,-81.250000,"(34.000000, -81.250000)"
Greenbrier County,11194,Valid,Typical meteorite,"Iron, IIIAB",5000,Found,Found: the meteorite's fall was not observed,1880,37.833330,-80.316670,"(37.833330, -80.316670)"
Bingera,5050,Valid,Typical meteorite,"Iron, IIAB",10841,Found,Found: the meteorite's fall was not observed,1880,-29.883330,150.566670,"(-29.883330, 150.566670)"
Eagle Station,7761,Valid,Typical meteorite,"Pallasite, PES",36000,Found,Found: the meteorite's fall was not observed,1880,38.616670,-84.966670,"(38.616670, -84.966670)"
Ivanpah,12062,Valid,Typical meteorite,"Iron, IIIAB",58000,Found,Found: the meteorite's fall was not observed,1880,35.333330,-115.316670,"(35.333330, -115.316670)"
Jiapigou,12088,Valid,Typical meteorite,Stone-uncl,,Found,Found: the meteorite's fall was not observed,1880,42.833330,127.500000,"(42.833330, 127.500000)"
Piquetberg,18832,Valid,Typical meteorite,H,37,Fell,Fell: the meteorite's fall was observed ,1881,-32.866670,18.716670,"(-32.866670, 18.716670)"
Middlesbrough,16632,Valid,Typical meteorite,L6,1600,Fell,Fell: the meteorite's fall was observed ,1881,54.566670,-1.166670,"(54.566670, -1.166670)"
Pacula,18068,Valid,Typical meteorite,L6,3400,Fell,Fell: the meteorite's fall was observed ,1881,21.050000,-99.300000,"(21.050000, -99.300000)"
Grossliebenthal,11208,Valid,Typical meteorite,L6,8000,Fell,Fell: the meteorite's fall was observed ,1881,46.350000,30.583330,"(46.350000, 30.583330)"
Smithsonian Iron,23653,Valid,Typical meteorite,"Iron, IIAB",3510,Found,Found: the meteorite's fall was not observed,1881,,,
Costilla Peak,5453,Valid,Typical meteorite,"Iron, IIIAB",35500,Found,Found: the meteorite's fall was not observed,1881,36.833330,-105.233330,"(36.833330, -105.233330)"
Chilkoot,5351,Valid,Typical meteorite,"Iron, IIIAB",43000,Found,Found: the meteorite's fall was not observed,1881,59.333330,-136.000000,"(59.333330, -136.000000)"
Winburg,24283,Valid,Typical meteorite,"Iron, IC-an",50000,Found,Found: the meteorite's fall was not observed,1881,-28.500000,27.000000,"(-28.500000, 27.000000)"
Thunda,23978,Valid,Typical meteorite,"Iron, IIIAB",62100,Found,Found: the meteorite's fall was not observed,1881,-25.700000,143.050000,"(-25.700000, 143.050000)"
Admire,380,Valid,Typical meteorite,"Pallasite, PMG",180000,Found,Found: the meteorite's fall was not observed,1881,38.700000,-96.100000,"(38.700000, -96.100000)"
Pirgunje,18834,Valid,Typical meteorite,L6,842,Fell,Fell: the meteorite's fall was observed ,1882,25.800000,88.450000,"(25.800000, 88.450000)"
Pavlovka,18177,Valid,Typical meteorite,Howardite,2000,Fell,Fell: the meteorite's fall was observed ,1882,52.033330,43.000000,"(52.033330, 43.000000)"
Fukutomi,10836,Valid,Typical meteorite,L5,11620,Fell,Fell: the meteorite's fall was observed ,1882,33.183330,130.200000,"(33.183330, 130.200000)"
Mocs,16709,Valid,Typical meteorite,L5-6,300000,Fell,Fell: the meteorite's fall was observed ,1882,46.800000,24.033330,"(46.800000, 24.033330)"
Linville,14656,Valid,Typical meteorite,"Iron, IAB-sHH",442,Found,Found: the meteorite's fall was not observed,1882,35.866670,-81.916670,"(35.866670, -81.916670)"
San Cristobal,23121,Valid,Typical meteorite,"Iron, IAB-ung",5000,Found,Found: the meteorite's fall was not observed,1882,-23.433330,-69.500000,"(-23.433330, -69.500000)"
Rancho de la Pila (1882),22389,Valid,Typical meteorite,"Iron, IIIAB",46500,Found,Found: the meteorite's fall was not observed,1882,24.116670,-104.300000,"(24.116670, -104.300000)"
Hex River Mountains,11880,Valid,Typical meteorite,"Iron, IIAB",60000,Found,Found: the meteorite's fall was not observed,1882,-33.316670,19.616670,"(-33.316670, 19.616670)"
Brenham,5136,Valid,Typical meteorite,"Pallasite, PMG-an",4300000,Found,Found: the meteorite's fall was not observed,1882,37.582500,-99.163610,"(37.582500, -99.163610)"
St. Caprais-de-Quinsac,23081,Valid,Typical meteorite,L6,360,Fell,Fell: the meteorite's fall was observed ,1883,44.750000,0.050000,"(44.750000, 0.050000)"
Ngawi,16966,Valid,Typical meteorite,LL3.6,1393,Fell,Fell: the meteorite's fall was observed ,1883,-7.450000,111.416670,"(-7.450000, 111.416670)"
Alfianello,466,Valid,Typical meteorite,L6,228000,Fell,Fell: the meteorite's fall was observed ,1883,45.266670,10.150000,"(45.266670, 10.150000)"
Adalia,374,Valid,Typical meteorite,Eucrite-mmict,1,Found,Found: the meteorite's fall was not observed,1883,36.900000,30.683330,"(36.900000, 30.683330)"
Enon,10037,Valid,Typical meteorite,"Iron, ungrouped",763,Found,Found: the meteorite's fall was not observed,1883,39.866670,-83.950000,"(39.866670, -83.950000)"
Jenny's Creek,12081,Valid,Typical meteorite,"Iron, IAB-MG",12000,Found,Found: the meteorite's fall was not observed,1883,37.900000,-82.383330,"(37.900000, -82.383330)"
Grand Rapids,10955,Valid,Typical meteorite,"Iron, ungrouped",51700,Found,Found: the meteorite's fall was not observed,1883,42.966670,-85.766670,"(42.966670, -85.766670)"
São Julião de Moreira,23172,Valid,Typical meteorite,"Iron, IIAB",162000,Found,Found: the meteorite's fall was not observed,1883,41.766110,-8.583610,"(41.766110, -8.583610)"
Estacado,10057,Valid,Typical meteorite,H6,290000,Found,Found: the meteorite's fall was not observed,1883,33.900000,-101.750000,"(33.900000, -101.750000)"
Silverton (New South Wales),23600,Valid,Typical meteorite,L6,350.7,Found,Found: the meteorite's fall was not observed,1883,-31.883330,141.200000,"(-31.883330, 141.200000)"
Pirthalla,18835,Valid,Typical meteorite,H6,1161,Fell,Fell: the meteorite's fall was observed ,1884,29.583330,76.000000,"(29.583330, 76.000000)"
Tysnes Island,24094,Valid,Typical meteorite,H4,19860,Fell,Fell: the meteorite's fall was observed ,1884,60.000000,5.616670,"(60.000000, 5.616670)"
Djati-Pengilon,7652,Valid,Typical meteorite,H6,166000,Fell,Fell: the meteorite's fall was observed ,1884,-7.500000,111.500000,"(-7.500000, 111.500000)"
Chañaral,5319,Valid,Typical meteorite,"Iron, IIIAB",1207,Found,Found: the meteorite's fall was not observed,1884,-26.500000,-70.250000,"(-26.500000, -70.250000)"
Corrizatillo,5448,Valid,Typical meteorite,"Iron, IAB complex",1328,Found,Found: the meteorite's fall was not observed,1884,-26.033330,-70.333330,"(-26.033330, -70.333330)"
Hammond,11813,Valid,Typical meteorite,"Iron, ungrouped",24000,Found,Found: the meteorite's fall was not observed,1884,44.916670,-92.433330,"(44.916670, -92.433330)"
Joe Wright Mountain,12174,Valid,Typical meteorite,"Iron, IIIAB",42600,Found,Found: the meteorite's fall was not observed,1884,35.766670,-91.500000,"(35.766670, -91.500000)"
Merceditas,15487,Valid,Typical meteorite,"Iron, IIIAB",42900,Found,Found: the meteorite's fall was not observed,1884,-26.333330,-70.283330,"(-26.333330, -70.283330)"
Glorieta Mountain,10935,Valid,Typical meteorite,"Pallasite, PMG-an",148000,Found,Found: the meteorite's fall was not observed,1884,35.600000,-105.800000,"(35.600000, -105.800000)"
Kokstad,12341,Valid,Typical meteorite,"Iron, IIIE",341000,Found,Found: the meteorite's fall was not observed,1884,-30.550000,29.416670,"(-30.550000, 29.416670)"
Youndegin,30374,Valid,Typical meteorite,"Iron, IAB-MG",3800000,Found,Found: the meteorite's fall was not observed,1884,-32.100000,117.716670,"(-32.100000, 117.716670)"
Chandpur,5321,Valid,Typical meteorite,L6,1100,Fell,Fell: the meteorite's fall was observed ,1885,27.283330,79.050000,"(27.283330, 79.050000)"
Mazapil,15453,Valid,Typical meteorite,"Iron, IAB-sLL",4000,Fell,Fell: the meteorite's fall was observed ,1885,24.683330,-101.683330,"(24.683330, -101.683330)"
Jamestown,12071,Valid,Typical meteorite,"Iron, IVA",4000,Found,Found: the meteorite's fall was not observed,1885,46.616670,-98.500000,"(46.616670, -98.500000)"
Pavlodar (pallasite),18174,Valid,Typical meteorite,"Pallasite, PMG-an",4500,Found,Found: the meteorite's fall was not observed,1885,51.166670,77.333330,"(51.166670, 77.333330)"
Puquios,18903,Valid,Typical meteorite,"Iron, IID",6580,Found,Found: the meteorite's fall was not observed,1885,-27.150000,-69.916670,"(-27.150000, -69.916670)"
Lucky Hill,14749,Valid,Typical meteorite,"Iron, IIIAB",20500,Found,Found: the meteorite's fall was not observed,1885,17.900000,-77.633330,"(17.900000, -77.633330)"
Tanokami Mountain,23872,Valid,Typical meteorite,"Iron, IIIE",174000,Found,Found: the meteorite's fall was not observed,1885,34.916670,135.966670,"(34.916670, 135.966670)"
Barntrup,4948,Valid,Typical meteorite,LL4,17,Fell,Fell: the meteorite's fall was observed ,1886,52.000000,9.100000,"(52.000000, 9.100000)"
Bradford Woods,5128,Valid,Typical meteorite,L,762,Fell,Fell: the meteorite's fall was observed ,1886,40.500000,-80.083330,"(40.500000, -80.083330)"
Novo-Urei,17933,Valid,Typical meteorite,Ureilite,1900,Fell,Fell: the meteorite's fall was observed ,1886,54.816670,46.000000,"(54.816670, 46.000000)"
Assisi,2353,Valid,Typical meteorite,H5,2000,Fell,Fell: the meteorite's fall was observed ,1886,43.033330,12.550000,"(43.033330, 12.550000)"
Nammianthal,16902,Valid,Typical meteorite,H5,4500,Fell,Fell: the meteorite's fall was observed ,1886,12.283330,79.200000,"(12.283330, 79.200000)"
Kyushu,12390,Valid,Typical meteorite,L6,45000,Fell,Fell: the meteorite's fall was observed ,1886,32.033330,130.633330,"(32.033330, 130.633330)"
Cabin Creek,5186,Valid,Typical meteorite,"Iron, IIIAB",48500,Fell,Fell: the meteorite's fall was observed ,1886,35.500000,-93.500000,"(35.500000, -93.500000)"
Tonganoxie,24025,Valid,Typical meteorite,"Iron, IIIAB",11800,Found,Found: the meteorite's fall was not observed,1886,39.083330,-95.116670,"(39.083330, -95.116670)"
Rafrüti,22369,Valid,Typical meteorite,"Iron, ungrouped",18200,Found,Found: the meteorite's fall was not observed,1886,47.000000,7.833330,"(47.000000, 7.833330)"
Kulnine,12372,Valid,Typical meteorite,L6,55300,Found,Found: the meteorite's fall was not observed,1886,-34.150000,141.783330,"(-34.150000, 141.783330)"
De Cewsville,6621,Valid,Typical meteorite,H6,340,Fell,Fell: the meteorite's fall was observed ,1887,43.000000,-80.000000,"(43.000000, -80.000000)"
Lalitpur,12451,Valid,Typical meteorite,L6,372,Fell,Fell: the meteorite's fall was observed ,1887,24.450000,78.566670,"(24.450000, 78.566670)"
Phu Hong,18809,Valid,Typical meteorite,H4,500,Fell,Fell: the meteorite's fall was observed ,1887,11.250000,108.583330,"(11.250000, 108.583330)"
Bielokrynitschie,5043,Valid,Typical meteorite,H4,1900,Fell,Fell: the meteorite's fall was observed ,1887,50.133330,27.166670,"(50.133330, 27.166670)"
Ochansk,17979,Valid,Typical meteorite,H4,500000,Fell,Fell: the meteorite's fall was observed ,1887,57.783330,55.266670,"(57.783330, 55.266670)"
San Pedro Springs,23131,Valid,Typical meteorite,L6,72,Found,Found: the meteorite's fall was not observed,1887,29.500000,-98.500000,"(29.500000, -98.500000)"
Doyleville,7727,Valid,Typical meteorite,H5,112,Found,Found: the meteorite's fall was not observed,1887,38.416670,-106.583330,"(38.416670, -106.583330)"
Algoma,470,Valid,Typical meteorite,"Iron, IAB-sHL",4100,Found,Found: the meteorite's fall was not observed,1887,44.650000,-87.466670,"(44.650000, -87.466670)"
Silver Crown,23597,Valid,Typical meteorite,"Iron, IAB-MG",11600,Found,Found: the meteorite's fall was not observed,1887,41.233330,-104.983330,"(41.233330, -104.983330)"
Holland's Store,11896,Valid,Typical meteorite,"Iron, IIAB",12200,Found,Found: the meteorite's fall was not observed,1887,34.366670,-85.433330,"(34.366670, -85.433330)"
Pipe Creek,18830,Valid,Typical meteorite,H6,13600,Found,Found: the meteorite's fall was not observed,1887,29.683330,-98.916670,"(29.683330, -98.916670)"
Waldron Ridge,24203,Valid,Typical meteorite,"Iron, IAB complex",13600,Found,Found: the meteorite's fall was not observed,1887,36.633330,-83.833330,"(36.633330, -83.833330)"
Indian Valley,12029,Valid,Typical meteorite,"Iron, IIAB",14100,Found,Found: the meteorite's fall was not observed,1887,36.933330,-80.500000,"(36.933330, -80.500000)"
Indio Rico,12032,Valid,Typical meteorite,H6,15000,Found,Found: the meteorite's fall was not observed,1887,-38.333330,-60.883330,"(-38.333330, -60.883330)"
Morristown,16750,Valid,Typical meteorite,Mesosiderite-A3,16300,Found,Found: the meteorite's fall was not observed,1887,36.200000,-83.383330,"(36.200000, -83.383330)"
Pan de Azucar,18094,Valid,Typical meteorite,"Iron, IAB complex",19500,Found,Found: the meteorite's fall was not observed,1887,-26.500000,-69.500000,"(-26.500000, -69.500000)"
Kendall County,12274,Valid,Typical meteorite,"Iron, IAB-ung",21000,Found,Found: the meteorite's fall was not observed,1887,29.400000,-98.500000,"(29.400000, -98.500000)"
San Emigdio,23122,Valid,Typical meteorite,H4,36000,Found,Found: the meteorite's fall was not observed,1887,36.000000,-119.000000,"(36.000000, -119.000000)"
Crab Orchard,5461,Valid,Typical meteorite,Mesosiderite-A1,48500,Found,Found: the meteorite's fall was not observed,1887,35.833330,-84.916670,"(35.833330, -84.916670)"
Carlton,5277,Valid,Typical meteorite,"Iron, IAB-sLM",81200,Found,Found: the meteorite's fall was not observed,1887,31.916670,-98.033330,"(31.916670, -98.033330)"
