Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Yamato 8439,29486,Valid,Typical meteorite,H4,60.8,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84081,683,Valid,Typical meteorite,LL6,612.29999999999995,Found,Found: the meteorite's fall was not observed,1984,-76.923650,156.951240,"(-76.923650, 156.951240)"
Allan Hills 84073,675,Valid,Typical meteorite,H5,630.6,Found,Found: the meteorite's fall was not observed,1984,-76.916080,156.970140,"(-76.916080, 156.970140)"
Yamato 8427,29474,Valid,Typical meteorite,H4,64.14,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Roosevelt County 028,22683,Valid,Typical meteorite,L5,67.3,Found,Found: the meteorite's fall was not observed,1984,34.083330,-103.500000,"(34.083330, -103.500000)"
Allan Hills 84061,663,Valid,Typical meteorite,L6,676.4,Found,Found: the meteorite's fall was not observed,1984,-76.992890,156.955070,"(-76.992890, 156.955070)"
Yamato 8414,29461,Valid,Typical meteorite,EH-imp melt,68.58,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Yamato 8411,29458,Valid,Typical meteorite,L3.6,68.84,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84055,657,Valid,Typical meteorite,H5,6900.5,Found,Found: the meteorite's fall was not observed,1984,-76.729440,158.741570,"(-76.729440, 158.741570)"
Allan Hills 84212,814,Valid,Typical meteorite,L6,7.1,Found,Found: the meteorite's fall was not observed,1984,-76.762160,158.792860,"(-76.762160, 158.792860)"
Allan Hills 84253,855,Valid,Typical meteorite,H5,7.1,Found,Found: the meteorite's fall was not observed,1984,-76.966880,156.921610,"(-76.966880, 156.921610)"
Frontier Mountain 84006,10368,Valid,Typical meteorite,H5,7.1,Found,Found: the meteorite's fall was not observed,1984,-72.954880,160.473280,"(-72.954880, 160.473280)"
Allan Hills 84224,826,Valid,Typical meteorite,H6,7.2,Found,Found: the meteorite's fall was not observed,1984,-76.694050,159.388380,"(-76.694050, 159.388380)"
Allan Hills 84177,779,Valid,Typical meteorite,L5,7.3,Found,Found: the meteorite's fall was not observed,1984,-76.711050,158.747190,"(-76.711050, 158.747190)"
Yamato 8425,29472,Valid,Typical meteorite,H6,7.4,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84237,839,Valid,Typical meteorite,H5,7.5,Found,Found: the meteorite's fall was not observed,1984,-76.698630,159.398450,"(-76.698630, 159.398450)"
Allan Hills 84032,634,Valid,Typical meteorite,CM2,7.9,Found,Found: the meteorite's fall was not observed,1984,-77.039400,157.071680,"(-77.039400, 157.071680)"
Allan Hills 84190,792,Valid,Typical meteorite,Acapulcoite,7.9,Found,Found: the meteorite's fall was not observed,1984,-76.683610,159.337830,"(-76.683610, 159.337830)"
Yamato 8423,29470,Valid,Typical meteorite,H4,7.9,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84133,735,Valid,Typical meteorite,H5,70.5,Found,Found: the meteorite's fall was not observed,1984,-76.902320,156.838670,"(-76.902320, 156.838670)"
Allan Hills 84007,610,Valid,Typical meteorite,Aubrite,705.6,Found,Found: the meteorite's fall was not observed,1984,-76.877830,158.501930,"(-76.877830, 158.501930)"
Allan Hills 84117,719,Valid,Typical meteorite,H5,71.8,Found,Found: the meteorite's fall was not observed,1984,-76.909500,156.694570,"(-76.909500, 156.694570)"
Elephant Moraine 84300,8039,Valid,Typical meteorite,"Iron, IAB-ung",72.2,Found,Found: the meteorite's fall was not observed,1984,-76.320000,157.257500,"(-76.320000, 157.257500)"
Penouille,18789,Valid,Typical meteorite,"Iron, IAB complex",72.540000000000006,Found,Found: the meteorite's fall was not observed,1984,48.850000,-64.433330,"(48.850000, -64.433330)"
Allan Hills 84072,674,Valid,Typical meteorite,L6,720.9,Found,Found: the meteorite's fall was not observed,1984,-76.835710,158.263840,"(-76.835710, 158.263840)"
Allan Hills 84028,630,Valid,Typical meteorite,CV3,735.9,Found,Found: the meteorite's fall was not observed,1984,-76.770660,158.892100,"(-76.770660, 158.892100)"
Allan Hills 84143,745,Valid,Typical meteorite,L6,74.3,Found,Found: the meteorite's fall was not observed,1984,-76.751940,158.806020,"(-76.751940, 158.806020)"
Allan Hills 84079,681,Valid,Typical meteorite,L6,749.6,Found,Found: the meteorite's fall was not observed,1984,-76.908920,156.879240,"(-76.908920, 156.879240)"
Elephant Moraine 84301,8040,Valid,Typical meteorite,L6,75.099999999999994,Found,Found: the meteorite's fall was not observed,1984,-76.287500,157.221110,"(-76.287500, 157.221110)"
Allan Hills 84074,676,Valid,Typical meteorite,H5,757.5,Found,Found: the meteorite's fall was not observed,1984,-77.021260,156.983880,"(-77.021260, 156.983880)"
Allan Hills 84063,665,Valid,Typical meteorite,L5,759.6,Found,Found: the meteorite's fall was not observed,1984,-76.982680,156.933800,"(-76.982680, 156.933800)"
Allan Hills 84125,727,Valid,Typical meteorite,LL6,76.400000000000006,Found,Found: the meteorite's fall was not observed,1984,-76.736580,158.825600,"(-76.736580, 158.825600)"
Allan Hills 84142,744,Valid,Typical meteorite,L6,78.5,Found,Found: the meteorite's fall was not observed,1984,-77.011410,156.946150,"(-77.011410, 156.946150)"
Allan Hills 84075,677,Valid,Typical meteorite,H5,788.6,Found,Found: the meteorite's fall was not observed,1984,-76.721440,158.764130,"(-76.721440, 158.764130)"
Yamato 8457,29504,Valid,Typical meteorite,H5,79.3,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84017,620,Valid,Typical meteorite,Aubrite,79.8,Found,Found: the meteorite's fall was not observed,1984,-76.883220,158.662000,"(-76.883220, 158.662000)"
Allan Hills 84071,673,Valid,Typical meteorite,H6,797.7,Found,Found: the meteorite's fall was not observed,1984,-76.716670,159.666670,"(-76.716670, 159.666670)"
Yamato 8417,29464,Valid,Typical meteorite,L3,8.18,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84197,799,Valid,Typical meteorite,L6,8.199999999999999,Found,Found: the meteorite's fall was not observed,1984,-76.757220,158.903990,"(-76.757220, 158.903990)"
Frontier Mountain 84004,10366,Valid,Typical meteorite,H6,8.199999999999999,Found,Found: the meteorite's fall was not observed,1984,-72.954880,160.473280,"(-72.954880, 160.473280)"
Allan Hills 84220,822,Valid,Typical meteorite,EH3,8.4,Found,Found: the meteorite's fall was not observed,1984,-76.756460,158.914290,"(-76.756460, 158.914290)"
Allan Hills 84200,802,Valid,Typical meteorite,EH3,8.5,Found,Found: the meteorite's fall was not observed,1984,-76.757250,158.783410,"(-76.757250, 158.783410)"
Allan Hills 84189,791,Valid,Typical meteorite,H6,8.699999999999999,Found,Found: the meteorite's fall was not observed,1984,-76.714440,158.701310,"(-76.714440, 158.701310)"
Allan Hills 84225,827,Valid,Typical meteorite,H5,8.699999999999999,Found,Found: the meteorite's fall was not observed,1984,-76.658270,159.326820,"(-76.658270, 159.326820)"
Allan Hills 84203,805,Valid,Typical meteorite,L6,8.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-76.814280,158.143760,"(-76.814280, 158.143760)"
Allan Hills 84210,812,Valid,Typical meteorite,L6,8.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-76.770510,158.814790,"(-76.770510, 158.814790)"
Allan Hills 84122,724,Valid,Typical meteorite,LL6,81.400000000000006,Found,Found: the meteorite's fall was not observed,1984,-76.675550,159.308230,"(-76.675550, 159.308230)"
Allan Hills 84018,621,Valid,Typical meteorite,Aubrite,81.7,Found,Found: the meteorite's fall was not observed,1984,-76.862240,158.518180,"(-76.862240, 158.518180)"
Allan Hills 84161,763,Valid,Typical meteorite,H5,82.9,Found,Found: the meteorite's fall was not observed,1984,-76.710860,158.728720,"(-76.710860, 158.728720)"
Allan Hills 84136,738,Valid,Typical meteorite,Ureilite,83.5,Found,Found: the meteorite's fall was not observed,1984,-77.039620,157.147710,"(-77.039620, 157.147710)"
Allan Hills 84127,729,Valid,Typical meteorite,L6,83.8,Found,Found: the meteorite's fall was not observed,1984,-76.707060,158.734230,"(-76.707060, 158.734230)"
Allan Hills 84059,661,Valid,Typical meteorite,H4,856.9,Found,Found: the meteorite's fall was not observed,1984,-76.769880,158.803780,"(-76.769880, 158.803780)"
Allan Hills 84202,804,Valid,Typical meteorite,H5,87.5,Found,Found: the meteorite's fall was not observed,1984,-76.719050,158.764750,"(-76.719050, 158.764750)"
Allan Hills 84154,756,Valid,Typical meteorite,LL6,87.6,Found,Found: the meteorite's fall was not observed,1984,-76.906820,156.719980,"(-76.906820, 156.719980)"
Yamato 8446,29493,Valid,Typical meteorite,H4,88.17,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Allan Hills 84157,759,Valid,Typical meteorite,H5,88.6,Found,Found: the meteorite's fall was not observed,1984,-76.872130,156.987640,"(-76.872130, 156.987640)"
Allan Hills 84215,817,Valid,Typical meteorite,H6,9.199999999999999,Found,Found: the meteorite's fall was not observed,1984,-76.679460,159.342060,"(-76.679460, 159.342060)"
Elephant Moraine 84308,8047,Valid,Typical meteorite,L6,9.300000000000001,Found,Found: the meteorite's fall was not observed,1984,-76.302780,157.163060,"(-76.302780, 157.163060)"
Allan Hills 84193,795,Valid,Typical meteorite,L6,9.4,Found,Found: the meteorite's fall was not observed,1984,-76.906740,156.824250,"(-76.906740, 156.824250)"
Yamato 8424,29471,Valid,Typical meteorite,OC,9.460000000000001,Found,Found: the meteorite's fall was not observed,1984,-71.500000,35.666670,"(-71.500000, 35.666670)"
Frontier Mountain 84009,10371,Valid,Typical meteorite,H4,9.6,Found,Found: the meteorite's fall was not observed,1984,-72.954880,160.473280,"(-72.954880, 160.473280)"
Allan Hills 84219,821,Valid,Typical meteorite,L6,9.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-77.001070,156.911470,"(-77.001070, 156.911470)"
Allan Hills 84228,830,Valid,Typical meteorite,H5,9.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-76.683600,159.349320,"(-76.683600, 159.349320)"
Elephant Moraine 84305,8044,Valid,Typical meteorite,LL6,9.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-76.309450,157.156110,"(-76.309450, 157.156110)"
Frontier Mountain 84035,10397,Valid,Typical meteorite,H6,9.800000000000001,Found,Found: the meteorite's fall was not observed,1984,-72.954880,160.473280,"(-72.954880, 160.473280)"
Allan Hills 84222,824,Valid,Typical meteorite,H5,9.9,Found,Found: the meteorite's fall was not observed,1984,-76.673950,159.325480,"(-76.673950, 159.325480)"
Allan Hills 84232,834,Valid,Typical meteorite,H4,9.9,Found,Found: the meteorite's fall was not observed,1984,-76.710740,158.746290,"(-76.710740, 158.746290)"
Allan Hills 84019,622,Valid,Typical meteorite,Aubrite,93.2,Found,Found: the meteorite's fall was not observed,1984,-76.847140,158.509690,"(-76.847140, 158.509690)"
Allan Hills 84106,708,Valid,Typical meteorite,L6,94.7,Found,Found: the meteorite's fall was not observed,1984,-76.887440,156.933440,"(-76.887440, 156.933440)"
Allan Hills 84165,767,Valid,Typical meteorite,"Iron, IIIAB",94.7,Found,Found: the meteorite's fall was not observed,1984,-76.726790,159.155970,"(-76.726790, 159.155970)"
Allan Hills 84062,664,Valid,Typical meteorite,L6,958.2,Found,Found: the meteorite's fall was not observed,1984,-76.920620,156.875200,"(-76.920620, 156.875200)"
Allan Hills 84123,725,Valid,Typical meteorite,LL6,96.6,Found,Found: the meteorite's fall was not observed,1984,-76.742810,158.833480,"(-76.742810, 158.833480)"
Allan Hills 84169,771,Valid,Typical meteorite,L6,98.4,Found,Found: the meteorite's fall was not observed,1984,-76.747800,158.846290,"(-76.747800, 158.846290)"
Salzwedel,23114,Valid,Typical meteorite,LL5,43,Fell,Fell: the meteorite's fall was observed ,1985,52.750000,11.050000,"(52.750000, 11.050000)"
La Criolla,12396,Valid,Typical meteorite,L6,45000,Fell,Fell: the meteorite's fall was observed ,1985,-31.233330,-58.166670,"(-31.233330, -58.166670)"
Allan Hills 85061,927,Valid,Typical meteorite,L6,2,Found,Found: the meteorite's fall was not observed,1985,-76.842170,156.391450,"(-76.842170, 156.391450)"
Allan Hills 85147,1012,Valid,Typical meteorite,L6,3,Found,Found: the meteorite's fall was not observed,1985,-76.901490,156.709390,"(-76.901490, 156.709390)"
Lewis Cliff 85425,12893,Valid,Typical meteorite,L6,3,Found,Found: the meteorite's fall was not observed,1985,-84.268360,161.312660,"(-84.268360, 161.312660)"
Lewis Cliff 85406,12875,Valid,Typical meteorite,H5,7,Found,Found: the meteorite's fall was not observed,1985,-84.281680,161.401870,"(-84.281680, 161.401870)"
Allan Hills 85066,932,Valid,Typical meteorite,LL6,8,Found,Found: the meteorite's fall was not observed,1985,-76.911310,156.540500,"(-76.911310, 156.540500)"
Lewis Cliff 85455,12923,Valid,Typical meteorite,H5,8,Found,Found: the meteorite's fall was not observed,1985,-84.277650,161.403600,"(-84.277650, 161.403600)"
Allan Hills 85127,992,Valid,Typical meteorite,H6,10,Found,Found: the meteorite's fall was not observed,1985,-76.989200,156.939360,"(-76.989200, 156.939360)"
Allan Hills 85159,1024,Valid,Typical meteorite,EH3,11,Found,Found: the meteorite's fall was not observed,1985,-76.856000,156.327050,"(-76.856000, 156.327050)"
Lewis Cliff 85423,12891,Valid,Typical meteorite,H5,11,Found,Found: the meteorite's fall was not observed,1985,-84.270980,161.417600,"(-84.270980, 161.417600)"
Allan Hills 85077,943,Valid,Typical meteorite,H5,12,Found,Found: the meteorite's fall was not observed,1985,-76.843010,156.481810,"(-76.843010, 156.481810)"
Allan Hills 85150,1015,Valid,Typical meteorite,L5,13,Found,Found: the meteorite's fall was not observed,1985,-76.914210,156.539470,"(-76.914210, 156.539470)"
Dominion Range 85508,7703,Valid,Typical meteorite,H6,14,Found,Found: the meteorite's fall was not observed,1985,-85.333330,166.500000,"(-85.333330, 166.500000)"
Lewis Cliff 85314,12784,Valid,Typical meteorite,H5,14,Found,Found: the meteorite's fall was not observed,1985,-84.273910,161.377000,"(-84.273910, 161.377000)"
Allan Hills 85138,1003,Valid,Typical meteorite,LL6,18,Found,Found: the meteorite's fall was not observed,1985,-76.835230,156.447480,"(-76.835230, 156.447480)"
Allan Hills 85112,978,Valid,Typical meteorite,L6,23,Found,Found: the meteorite's fall was not observed,1985,-76.853290,156.304730,"(-76.853290, 156.304730)"
Allan Hills 85139,1004,Valid,Typical meteorite,H6,26,Found,Found: the meteorite's fall was not observed,1985,-76.907050,156.668180,"(-76.907050, 156.668180)"
Lewis Cliff 85348,12818,Valid,Typical meteorite,H6,31,Found,Found: the meteorite's fall was not observed,1985,-84.276230,161.390330,"(-84.276230, 161.390330)"
Allan Hills 85156,1021,Valid,Typical meteorite,H6,32,Found,Found: the meteorite's fall was not observed,1985,-76.836460,156.451130,"(-76.836460, 156.451130)"
Lewis Cliff 85459,12927,Valid,Typical meteorite,H5,32,Found,Found: the meteorite's fall was not observed,1985,-84.276410,161.389790,"(-84.276410, 161.389790)"
Lewis Cliff 85363,12833,Valid,Typical meteorite,L5,44,Found,Found: the meteorite's fall was not observed,1985,-84.270600,161.395670,"(-84.270600, 161.395670)"
Allan Hills 85118,983,Valid,Typical meteorite,L5,48,Found,Found: the meteorite's fall was not observed,1985,-76.715610,159.374240,"(-76.715610, 159.374240)"
Allan Hills 85006,872,Valid,Typical meteorite,CV3,49,Found,Found: the meteorite's fall was not observed,1985,-76.852240,156.317480,"(-76.852240, 156.317480)"
Lewis Cliff 85336,12806,Valid,Typical meteorite,H5,60,Found,Found: the meteorite's fall was not observed,1985,-84.283470,161.386550,"(-84.283470, 161.386550)"
Lewis Cliff 85330,12800,Valid,Typical meteorite,H6,67,Found,Found: the meteorite's fall was not observed,1985,-84.267090,161.364970,"(-84.267090, 161.364970)"
Allan Hills 85014,880,Valid,Typical meteorite,L6,75,Found,Found: the meteorite's fall was not observed,1985,-76.917910,156.709470,"(-76.917910, 156.709470)"
Lewis Cliff 85343,12813,Valid,Typical meteorite,L4,78,Found,Found: the meteorite's fall was not observed,1985,-84.272850,161.450920,"(-84.272850, 161.450920)"
Allan Hills 85007,873,Valid,Typical meteorite,CM2,82,Found,Found: the meteorite's fall was not observed,1985,-76.905410,156.882230,"(-76.905410, 156.882230)"
Allan Hills 85045,911,Valid,Typical meteorite,L3.8,145,Found,Found: the meteorite's fall was not observed,1985,-76.859850,156.432340,"(-76.859850, 156.432340)"
Hueco Tanks (b),11924,Valid,Typical meteorite,H5,150,Found,Found: the meteorite's fall was not observed,1985,31.916670,-106.150000,"(31.916670, -106.150000)"
Udall Park,24100,Valid,Typical meteorite,H4,150,Found,Found: the meteorite's fall was not observed,1985,32.250000,-110.833330,"(32.250000, -110.833330)"
Allan Hills 85041,907,Valid,Typical meteorite,H6,168,Found,Found: the meteorite's fall was not observed,1985,-76.705470,159.384840,"(-76.705470, 159.384840)"
Lewis Cliff 85334,12804,Valid,Typical meteorite,H5,177,Found,Found: the meteorite's fall was not observed,1985,-84.269320,161.387590,"(-84.269320, 161.387590)"
Hueco Tanks,11923,Valid,Typical meteorite,L6,314,Found,Found: the meteorite's fall was not observed,1985,31.916670,-106.150000,"(31.916670, -106.150000)"
Lewis Cliff 85303,12776,Valid,Typical meteorite,Eucrite-pmict,408,Found,Found: the meteorite's fall was not observed,1985,-84.266060,161.377820,"(-84.266060, 161.377820)"
Lewis Cliff 85321,12791,Valid,Typical meteorite,L6,527,Found,Found: the meteorite's fall was not observed,1985,-84.298210,161.319340,"(-84.298210, 161.319340)"
Lewis Cliff 85322,12792,Valid,Typical meteorite,H6,582,Found,Found: the meteorite's fall was not observed,1985,-84.273760,161.376960,"(-84.273760, 161.376960)"
Allan Hills 85025,891,Valid,Typical meteorite,H5,713,Found,Found: the meteorite's fall was not observed,1985,-76.855390,156.479910,"(-76.855390, 156.479910)"
Lavras do Sul,52092,Valid,Typical meteorite,L5,1000,Found,Found: the meteorite's fall was not observed,1985,-30.800000,-53.900000,"(-30.800000, -53.900000)"
Allan Hills 85016,882,Valid,Typical meteorite,L6,1412,Found,Found: the meteorite's fall was not observed,1985,-76.999840,156.959220,"(-76.999840, 156.959220)"
Chaunskij,5333,Valid,Typical meteorite,Mesosiderite-an,1990,Found,Found: the meteorite's fall was not observed,1985,69.100000,172.600000,"(69.100000, 172.600000)"
Geologists Range 85700,10872,Valid,Typical meteorite,L6,2409,Found,Found: the meteorite's fall was not observed,1985,-82.500000,155.500000,"(-82.500000, 155.500000)"
Wells,24242,Valid,Typical meteorite,LL3.3,4135,Found,Found: the meteorite's fall was not observed,1985,33.050000,-101.933330,"(33.050000, -101.933330)"
Sunray,23746,Valid,Typical meteorite,H4,4300,Found,Found: the meteorite's fall was not observed,1985,36.000000,-101.833330,"(36.000000, -101.833330)"
Sverdlovsk,23769,Valid,Typical meteorite,H4/5,4500,Found,Found: the meteorite's fall was not observed,1985,57.000000,62.700000,"(57.000000, 62.700000)"
Griffith,11204,Valid,Typical meteorite,"Iron, ungrouped",6000,Found,Found: the meteorite's fall was not observed,1985,33.716670,-102.816670,"(33.716670, -102.816670)"
Oxford,18063,Valid,Typical meteorite,H5,6000,Found,Found: the meteorite's fall was not observed,1985,40.166670,-99.666670,"(40.166670, -99.666670)"
Northwest Africa 1242,17194,Valid,Typical meteorite,Mesosiderite-A2,7000,Found,Found: the meteorite's fall was not observed,1985,,,
Aldama (a),459,Valid,Typical meteorite,"Iron, IIIAB",11000,Found,Found: the meteorite's fall was not observed,1985,28.833330,-105.866670,"(28.833330, -105.866670)"
Lewis Cliff 85319,12789,Valid,Typical meteorite,H5,11491,Found,Found: the meteorite's fall was not observed,1985,-84.263980,161.395320,"(-84.263980, 161.395320)"
Lewis Cliff 85320,12790,Valid,Typical meteorite,H5,110224,Found,Found: the meteorite's fall was not observed,1985,-84.262230,161.416280,"(-84.262230, 161.416280)"
Allan Hills 85058,924,Valid,Typical meteorite,L4,0.3,Found,Found: the meteorite's fall was not observed,1985,-76.910770,156.658400,"(-76.910770, 156.658400)"
Allan Hills 85088,954,Valid,Typical meteorite,H5,0.4,Found,Found: the meteorite's fall was not observed,1985,-76.680450,159.344130,"(-76.680450, 159.344130)"
Allan Hills 85153,1018,Valid,Typical meteorite,H4,0.4,Found,Found: the meteorite's fall was not observed,1985,-76.679510,159.342540,"(-76.679510, 159.342540)"
Allan Hills 85053,919,Valid,Typical meteorite,L4,0.5,Found,Found: the meteorite's fall was not observed,1985,-76.901460,156.709580,"(-76.901460, 156.709580)"
Allan Hills 85060,926,Valid,Typical meteorite,L6,0.5,Found,Found: the meteorite's fall was not observed,1985,-76.840050,156.229130,"(-76.840050, 156.229130)"
Allan Hills 85057,923,Valid,Typical meteorite,LL6,0.8,Found,Found: the meteorite's fall was not observed,1985,-76.842200,156.440090,"(-76.842200, 156.440090)"
Allan Hills 85050,916,Valid,Typical meteorite,L6,0.9,Found,Found: the meteorite's fall was not observed,1985,-76.878690,156.497420,"(-76.878690, 156.497420)"
Allan Hills 85078,944,Valid,Typical meteorite,L6,1.2,Found,Found: the meteorite's fall was not observed,1985,-76.910790,156.538460,"(-76.910790, 156.538460)"
Allan Hills 85067,933,Valid,Typical meteorite,H5,1.3,Found,Found: the meteorite's fall was not observed,1985,-76.679480,159.342270,"(-76.679480, 159.342270)"
Allan Hills 85089,955,Valid,Typical meteorite,H5,1.5,Found,Found: the meteorite's fall was not observed,1985,-76.915110,156.646430,"(-76.915110, 156.646430)"
Lewis Cliff 85390,12859,Valid,Typical meteorite,L4,1.5,Found,Found: the meteorite's fall was not observed,1985,-84.270240,161.416850,"(-84.270240, 161.416850)"
Lewis Cliff 85307,12779,Valid,Typical meteorite,CM2,1.7,Found,Found: the meteorite's fall was not observed,1985,-84.278990,161.406340,"(-84.278990, 161.406340)"
Lewis Cliff 85315,12785,Valid,Typical meteorite,H6,10.199999999999999,Found,Found: the meteorite's fall was not observed,1985,-84.284810,161.349650,"(-84.284810, 161.349650)"
Allan Hills 85134,999,Valid,Typical meteorite,H5,10.4,Found,Found: the meteorite's fall was not observed,1985,-76.903040,156.705020,"(-76.903040, 156.705020)"
Lewis Cliff 85374,12844,Valid,Typical meteorite,H6,10.4,Found,Found: the meteorite's fall was not observed,1985,-84.279850,161.426240,"(-84.279850, 161.426240)"
Allan Hills 85090,956,Valid,Typical meteorite,L6,10.5,Found,Found: the meteorite's fall was not observed,1985,-76.899400,156.816050,"(-76.899400, 156.816050)"
Allan Hills 85141,1006,Valid,Typical meteorite,H5,10.6,Found,Found: the meteorite's fall was not observed,1985,-76.835410,156.443150,"(-76.835410, 156.443150)"
Cricket Mountains,5472,Valid,Typical meteorite,H6,10.6,Found,Found: the meteorite's fall was not observed,1985,38.903060,-112.821110,"(38.903060, -112.821110)"
Allan Hills 85011,877,Valid,Typical meteorite,CM2,10.7,Found,Found: the meteorite's fall was not observed,1985,-76.827280,156.166450,"(-76.827280, 156.166450)"
Lewis Cliff 85370,12840,Valid,Typical meteorite,H4,10.8,Found,Found: the meteorite's fall was not observed,1985,-84.286740,161.357280,"(-84.286740, 161.357280)"
Lewis Cliff 85445,12913,Valid,Typical meteorite,H4,10.8,Found,Found: the meteorite's fall was not observed,1985,-84.270600,161.434410,"(-84.270600, 161.434410)"
Lewis Cliff 85441,12909,Valid,Typical meteorite,Howardite,10.9,Found,Found: the meteorite's fall was not observed,1985,-84.278840,161.371520,"(-84.278840, 161.371520)"
Lewis Cliff 85340,12810,Valid,Typical meteorite,L5,102.7,Found,Found: the meteorite's fall was not observed,1985,-84.285050,161.369840,"(-84.285050, 161.369840)"
Allan Hills 85044,910,Valid,Typical meteorite,H6,104.8,Found,Found: the meteorite's fall was not observed,1985,-76.705410,159.384930,"(-76.705410, 159.384930)"
Lewis Cliff 85335,12805,Valid,Typical meteorite,H6,106.7,Found,Found: the meteorite's fall was not observed,1985,-84.285930,161.363610,"(-84.285930, 161.363610)"
Lewis Cliff 85328,12798,Valid,Typical meteorite,Ureilite,106.8,Found,Found: the meteorite's fall was not observed,1985,-84.286410,161.622980,"(-84.286410, 161.622980)"
Allan Hills 85087,953,Valid,Typical meteorite,L6,11.3,Found,Found: the meteorite's fall was not observed,1985,-76.902660,156.720640,"(-76.902660, 156.720640)"
Allan Hills 85114,980,Valid,Typical meteorite,H5,11.4,Found,Found: the meteorite's fall was not observed,1985,-76.836820,156.452740,"(-76.836820, 156.452740)"
Allan Hills 85093,959,Valid,Typical meteorite,L6,11.5,Found,Found: the meteorite's fall was not observed,1985,-76.910710,156.531560,"(-76.910710, 156.531560)"
Allan Hills 85135,1000,Valid,Typical meteorite,LL6,11.6,Found,Found: the meteorite's fall was not observed,1985,-76.842770,156.402280,"(-76.842770, 156.402280)"
Allan Hills 85085,951,Valid,Typical meteorite,CH3,11.9,Found,Found: the meteorite's fall was not observed,1985,-76.848380,156.420150,"(-76.848380, 156.420150)"
Lewis Cliff 85449,12917,Valid,Typical meteorite,L6,11.9,Found,Found: the meteorite's fall was not observed,1985,-84.280600,161.393000,"(-84.280600, 161.393000)"
Grosvenor Mountains 85209,11218,Valid,Typical meteorite,L6,1126.0999999999999,Found,Found: the meteorite's fall was not observed,1985,-85.666670,175.000000,"(-85.666670, 175.000000)"
Lewis Cliff 85332,12802,Valid,Typical meteorite,C3-ung,113.7,Found,Found: the meteorite's fall was not observed,1985,-84.290060,161.336390,"(-84.290060, 161.336390)"
Lewis Cliff 85302,12775,Valid,Typical meteorite,Eucrite-pmict,114.5,Found,Found: the meteorite's fall was not observed,1985,-84.267190,161.365270,"(-84.267190, 161.365270)"
Lewis Cliff 85351,12821,Valid,Typical meteorite,H4,12.1,Found,Found: the meteorite's fall was not observed,1985,-84.266400,161.395140,"(-84.266400, 161.395140)"
Lewis Cliff 85354,12824,Valid,Typical meteorite,L6,12.1,Found,Found: the meteorite's fall was not observed,1985,-84.275830,161.412690,"(-84.275830, 161.412690)"
Allan Hills 85081,947,Valid,Typical meteorite,H6,12.2,Found,Found: the meteorite's fall was not observed,1985,-76.920890,156.627820,"(-76.920890, 156.627820)"
Allan Hills 85086,952,Valid,Typical meteorite,H5,12.2,Found,Found: the meteorite's fall was not observed,1985,-76.850560,156.310350,"(-76.850560, 156.310350)"
Lewis Cliff 85403,12872,Valid,Typical meteorite,L6,12.2,Found,Found: the meteorite's fall was not observed,1985,-84.280610,161.397330,"(-84.280610, 161.397330)"
Lewis Cliff 85463,12931,Valid,Typical meteorite,L6,12.3,Found,Found: the meteorite's fall was not observed,1985,-84.276330,161.386670,"(-84.276330, 161.386670)"
Allan Hills 85105,971,Valid,Typical meteorite,L6,12.4,Found,Found: the meteorite's fall was not observed,1985,-76.923450,156.540710,"(-76.923450, 156.540710)"
Lewis Cliff 85420,12889,Valid,Typical meteorite,L3-6,12.4,Found,Found: the meteorite's fall was not observed,1985,-84.276770,161.405980,"(-84.276770, 161.405980)"
Grosvenor Mountains 85216,11225,Valid,Typical meteorite,L5,12.5,Found,Found: the meteorite's fall was not observed,1985,-85.666670,175.000000,"(-85.666670, 175.000000)"
Allan Hills 85102,968,Valid,Typical meteorite,H5,12.6,Found,Found: the meteorite's fall was not observed,1985,-76.840620,156.370100,"(-76.840620, 156.370100)"
Allan Hills 85063,929,Valid,Typical meteorite,L6,12.7,Found,Found: the meteorite's fall was not observed,1985,-76.861880,156.500660,"(-76.861880, 156.500660)"
